,dataset,method,fitness_rule,fitness,ACC,MCC,avg_odds_diff,stat_par_diff,eq_opp_diff
335,adult_dataset_reader,gerry_fair_classifier_initializer,acc_opportunity,0.5234864861620043,0.542841348811498,0.3614788787954345,0.1483781654946716,0.313098374215779,0.0193548626494937
336,bank_dataset_reader,gerry_fair_classifier_initializer,mcc_parity,0.3739426021718395,0.902755001639882,0.4427943128966152,0.076352834539891,0.0688517107247757,0.1383915650196402
337,bank_dataset_reader,gerry_fair_classifier_initializer,mcc_odds,0.3469207657725542,0.8958674975401771,0.4105722767113065,0.0636515109387523,0.0799700673484659,0.100986740672217
338,bank_dataset_reader,gerry_fair_classifier_initializer,mcc_opportunity,0.3469076211144154,0.891439816333224,0.413529064221988,0.0486051358773268,0.0566086735322454,0.0666214431075725
339,bank_dataset_reader,gerry_fair_classifier_initializer,acc_parity,0.7949245703508147,0.8922597572974745,0.4054839531579481,0.1082424263250892,0.0973351869466598,0.1602901323130878
340,bank_dataset_reader,gerry_fair_classifier_initializer,acc_odds,0.8556846907199145,0.8994752377828796,0.4580235856127799,0.0437905470629651,0.0376546816081576,0.0711084433773509
341,bank_dataset_reader,gerry_fair_classifier_initializer,acc_opportunity,0.7444053352328164,0.8893079698261726,0.4207743086935372,0.0802837837677693,0.0738758086669398,0.1449026345933562
342,compas_dataset_reader,gerry_fair_classifier_initializer,mcc_parity,0.1295826462887324,0.6645056726094003,0.3327299024216908,0.1728755215988031,0.2031472561329584,0.1636522777655075
343,compas_dataset_reader,gerry_fair_classifier_initializer,mcc_odds,0.0628517132070311,0.5307941653160454,0.1707888276113779,0.1079371144043467,0.1283666783666783,0.1726942628903413
344,compas_dataset_reader,gerry_fair_classifier_initializer,mcc_opportunity,0.1427768027373149,0.6304700162074555,0.2500823055836148,0.1755281287930327,0.1835662437002663,0.1073055028462998
345,compas_dataset_reader,gerry_fair_classifier_initializer,acc_parity,0.5424223630725078,0.6515397082658023,0.2822953800620792,0.0822964144083004,0.1091173451932945,0.0180687279923921
346,compas_dataset_reader,gerry_fair_classifier_initializer,acc_odds,0.5331006954818267,0.5388978930307942,-0.0338339392866137,0.0057971975489675,0.0037396220503838,0.0003640069889342
347,compas_dataset_reader,gerry_fair_classifier_initializer,acc_opportunity,0.5361513627084212,0.6361426256077796,0.2603395471444866,0.1770699460239937,0.1821479608662196,0.0999912628993583
348,adult_dataset_reader,gerry_fair_classifier_initializer,mcc_parity,0.350574910183183,0.8239911553344389,0.4681911907539874,0.0824851815732922,0.1176162805708044,0.1250725586335511
349,adult_dataset_reader,gerry_fair_classifier_initializer,mcc_odds,0.4333303634026929,0.8367053620784964,0.5233882055698033,0.0900578421671103,0.1568471574829741,0.1170524011121552
