,overall_acc,bal_acc,avg_odds_diff,disp_imp,stat_par_diff,eq_opp_diff,theil_ind,method
0,0.8464344941956883,0.7605185572465695,0.08672834731066456,0.29203284367181986,0.18334833109520576,0.09937651447085416,0.12537612731568865,MLP (baseline)
1,0.8349364289662797,0.7380096669067794,0.09721671439252377,0.2988246252385949,0.17195795224166843,0.12178797826579124,0.13863822243674007,Meta Fair Classifier
2,0.8462133775566612,0.7626299958177665,0.020342926360822845,0.4071858979924902,0.14813024207077383,0.011630297292065883,0.12767535639880306,Prejudice Remover
3,0.8491984521835269,0.7468840391351155,0.020069522815235812,0.47548053689265996,0.10948582282430327,0.06511734705427685,0.1337898060495501,Fair Transition Loss


