,overall_acc,bal_acc,avg_odds_diff,disp_imp,stat_par_diff,eq_opp_diff,theil_ind,f1_score,TPR,TNR,FPR,FNR,GTPR,GTNR,GFPR,GFNR,PPV,NPV,FDR,FOR,ACC,MCC,fitness,solution,tune_results_history,fitness_rule,method,dataset,best_solution_tf_history
0,0.6,0.4316546762589928,0.055438034188034224,0.9737919737919739,0.02006269592476484,0.05948717948717952,0.14529477621812564,0.8247422680412372,0.8633093525179856,0.0,0.5245901639344263,0.0,1.0,1.0,0.0,0.0,0.7894736842105263,0.0,0.21052631578947367,0.0,0.6,0.0,-0.02006269592476484,{'eta': 8.64155720623368},"[{'overall_acc': 0.55625, 'bal_acc': 0.39035087719298245, 'avg_odds_diff': 0.1275471992510532, 'disp_imp': 0.8211734693877552, 'stat_par_diff': 0.12888398602684314, 'eq_opp_diff': 0.016632860040567965, 'theil_ind': 0.2106253900719855, 'f1_score': 0.7982062780269058, 'TPR': 0.7807017543859649, 'TNR': 0.0, 'FPR': 0.43478260869565216, 'FNR': 0.0, 'GTPR': 1.0, 'GTNR': 1.0, 'GFPR': 0.0, 'GFNR': 0.0, 'PPV': 0.8165137614678899, 'NPV': 0.0, 'FDR': 0.1834862385321101, 'FOR': 0.0, 'ACC': 0.55625, 'MCC': 0.0, 'fitness': -0.12888398602684314, 'solution': {'eta': 8.64155720623368}}]",mcc_parity,prejudice_remover_initializer,german_dataset_reader,
