,overall_acc,bal_acc,avg_odds_diff,disp_imp,stat_par_diff,eq_opp_diff,theil_ind,f1_score,TPR,TNR,FPR,FNR,GTPR,GTNR,GFPR,GFNR,PPV,NPV,FDR,FOR,ACC,MCC,fitness,solution,tune_results_history,fitness_rule,method,dataset,best_solution_tf_history
0,0.575,0.3993055555555556,0.18278388278388277,0.7000000000000001,0.23571428571428565,0.2512820512820513,0.20006903484543834,0.8013937282229965,0.7986111111111112,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.8041958041958042,0.0,0.1958041958041958,0.0,0.575,0.0,-0.23571428571428565,{'eta': 7.7548769036564655},"[{'overall_acc': 0.5875, 'bal_acc': 0.415929203539823, 'avg_odds_diff': 0.023602455800212363, 'disp_imp': 0.899598393574297, 'stat_par_diff': 0.07440476190476197, 'eq_opp_diff': 0.04337349397590362, 'theil_ind': 0.16728230459105836, 'f1_score': 0.8245614035087718, 'TPR': 0.831858407079646, 'TNR': 0.0, 'FPR': 0.44680851063829785, 'FNR': 0.0, 'GTPR': 1.0, 'GTNR': 1.0, 'GFPR': 0.0, 'GFNR': 0.0, 'PPV': 0.8173913043478261, 'NPV': 0.0, 'FDR': 0.1826086956521739, 'FOR': 0.0, 'ACC': 0.5875, 'MCC': 0.0, 'fitness': -0.07440476190476197, 'solution': {'eta': 7.7548769036564655}}]",mcc_parity,prejudice_remover_initializer,german_dataset_reader,
