,overall_acc,bal_acc,avg_odds_diff,disp_imp,stat_par_diff,eq_opp_diff,theil_ind,protected_metrics_TPR,protected_metrics_TNR,protected_metrics_FPR,protected_metrics_FNR,protected_metrics_GTPR,protected_metrics_GTNR,protected_metrics_GFPR,protected_metrics_GFNR,protected_metrics_PPV,protected_metrics_NPV,protected_metrics_FDR,protected_metrics_FOR,protected_metrics_ACC,privileged_metrics_TPR,privileged_metrics_TNR,privileged_metrics_FPR,privileged_metrics_FNR,privileged_metrics_GTPR,privileged_metrics_GTNR,privileged_metrics_GFPR,privileged_metrics_GFNR,privileged_metrics_PPV,privileged_metrics_NPV,privileged_metrics_FDR,privileged_metrics_FOR,privileged_metrics_ACC,TPR,TNR,FPR,FNR,GTPR,GTNR,GFPR,GFNR,PPV,NPV,FDR,FOR,ACC,MCC,f1_score,privileged_demotion,privileged_promotion,protected_demotion,protected_promotion,method,dataset,solution_tf_history
0,0.849861802100608,0.7676913371835681,0.09061261870117707,0.30195104584561466,0.18376995272978613,0.0982253443016915,0.12106534465313833,0.5243553008595988,0.9792060491493384,0.020793950850661626,0.47564469914040114,1.0,1.0,0.0,0.0,0.7689075630252101,0.9397677793904209,0.23109243697478993,0.0602322206095791,0.9261857047428189,0.6225806451612903,0.8962061560486757,0.10379384395132427,0.3774193548387097,1.0,1.0,0.0,0.0,0.7269303201506592,0.8425302826379543,0.2730696798493409,0.15746971736204576,0.812097174020823,0.6070620190131281,0.9283206553540082,0.07167934464599181,0.3929379809868719,1.0,1.0,0.0,0.0,0.732386673948662,0.8796784031050735,0.2676133260513381,0.12032159689492654,0.849861802100608,0.5724412964136639,0.6638613861386138,0.0,0.0,0.0,0.0,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.4180867692296095, 0.3576339658638883, 0.34663367377968085, 0.3370455036103943, 0.3316627499825385, 0.328185250586017, 0.3220075327544794, 0.3216808222200153, 0.31782913681829866, 0.3158069423768945, 0.31560354404467916, 0.3142768360333191, 0.311979945801104, 0.31163573090979374, 0.309453973326315, 0.309533668675057, 0.30904696413441035, 0.3058548083893808, 0.3058079766731612], 'val_loss': [0.3553958264354054, 0.34571450835041345, 0.3402694046266702, 0.33786944867893764, 0.33590320447915956, 0.3336893482851415, 0.332569139118416, 0.33178475146599407, 0.3327835705512264, 0.3325909814200657, 0.3319004587684961, 0.33081307995708165, 0.3315395645636627, 0.3303120453806461, 0.3306672222183316, 0.3311502041079973, 0.33085992818645776, 0.3308592911350457, 0.3317461845754852]}"
1,0.8473189607517966,0.7687465299952825,0.05003031536641447,0.3366214323717733,0.17560658943592203,0.030521839969076092,0.12544543488029125,0.5815384615384616,0.9723502304147466,0.027649769585253458,0.41846153846153844,1.0,1.0,0.0,0.0,0.7241379310344828,0.9490254872563718,0.27586206896551724,0.050974512743628186,0.9289860020484807,0.6120603015075377,0.9028114396509938,0.0971885603490063,0.3879396984924623,1.0,1.0,0.0,0.0,0.7523162445954292,0.8283299977762953,0.24768375540457072,0.17167000222370468,0.8082079790712884,0.6077753779697624,0.9297176820208024,0.07028231797919762,0.39222462203023756,1.0,1.0,0.0,0.0,0.7484042553191489,0.8732728541521284,0.25159574468085105,0.1267271458478716,0.8473189607517966,0.5780546097868317,0.6707985697258642,0.0,0.0,0.0,0.05,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.4089854296889856, 0.35832073987985685, 0.344080797692453, 0.3362771418517592, 0.32900081908967566, 0.3258603305190233, 0.32252385147176094, 0.3178237003384016, 0.3160392001553628, 0.31387901251598505, 0.31234674302577287, 0.3120160229032026, 0.3091520042819105, 0.3087467248247056, 0.3083378649515098, 0.30582678342096936, 0.30445145182909933, 0.30514997676284467, 0.30347252245133727, 0.3029126632550069, 0.30056330774452766, 0.2995531761599406, 0.29938300828217707, 0.3000119609863006, 0.297558382264724], 'val_loss': [0.35491631598087753, 0.34625529577351194, 0.3400427253454545, 0.3390090896023644, 0.33362262770574747, 0.33177639067074155, 0.32995060147205857, 0.3297883719782463, 0.3281884866237904, 0.3262133750551771, 0.3263013816921008, 0.3265446353973507, 0.3253379858218879, 0.32634328454815265, 0.32488830256620255, 0.3254244196408358, 0.3263683350558041, 0.32557916738434745, 0.3251623287755788, 0.3245112145553313, 0.32620815266358255, 0.3258480342334644, 0.32594372542145633, 0.3252558709508876, 0.32634414278584467]}"
2,0.8491984521835269,0.7696324481061346,0.04877329743543597,0.36048197492163014,0.16631848198271643,0.02649620279412146,0.11994113286847707,0.5914634146341463,0.9694272445820433,0.030572755417956655,0.40853658536585363,1.0,1.0,0.0,0.0,0.7106227106227107,0.9492231906025009,0.2893772893772894,0.050776809397499054,0.9268543956043956,0.6179596174282678,0.8983768525052929,0.10162314749470713,0.3820403825717322,1.0,1.0,0.0,0.0,0.729153605015674,0.8415601586602027,0.270846394984326,0.15843984133979727,0.8123267568889614,0.614027149321267,0.9252377468910022,0.07476225310899781,0.38597285067873305,1.0,1.0,0.0,0.0,0.7264453961456103,0.8811481120245228,0.27355460385438973,0.11885188797547722,0.8491984521835269,0.5724105608063284,0.6655223148602256,0.0,0.0,0.0,0.1,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.412859921860473, 0.356982924170677, 0.34501535949090756, 0.3380479785116318, 0.33193977395221147, 0.328712099344623, 0.3252256369923208, 0.3215029174711675, 0.31844859074131526, 0.3184220024665365, 0.3155855833303321, 0.314814462421633, 0.3118688943039423, 0.3124433277814591, 0.31000093937381495, 0.30944615298328176, 0.308084251326668, 0.30723060197262547, 0.3059001381601769, 0.3051397783017619, 0.30393155819240053, 0.30515558029510653, 0.30267532450688767, 0.3032167669544825, 0.3005602184027821, 0.3003959340507354], 'val_loss': [0.349795797225057, 0.3374293865980925, 0.3320250293376895, 0.3295777540400649, 0.3278650580815283, 0.3252446213237748, 0.3229718157736355, 0.32197905119741205, 0.322655874237031, 0.3225346398393115, 0.32329141713098114, 0.31940490173792696, 0.3195884305759317, 0.31915109735157293, 0.31875489211464664, 0.3189476866989652, 0.3178856580082127, 0.31953035631912596, 0.3193906934107121, 0.31857776765404255, 0.3163191263454273, 0.31864776246912774, 0.31941585869601974, 0.3199846516860131, 0.3181413008140028, 0.32101793792314987]}"
3,0.8521835268103924,0.7737895511405445,0.06366019074662585,0.3437934426375439,0.17228381409270124,0.05999866600690884,0.11960709141550087,0.5667655786350149,0.9712643678160919,0.028735632183908046,0.4332344213649852,1.0,1.0,0.0,0.0,0.7180451127819549,0.9455427079447967,0.2819548872180451,0.054457292055203284,0.9250084832032576,0.6267642446419237,0.9039426523297491,0.0960573476702509,0.3732357553580763,1.0,1.0,0.0,0.0,0.7489069331667708,0.8412274849899933,0.25109306683322924,0.15877251501000667,0.8169891767792719,0.6177777777777778,0.9298013245033112,0.07019867549668875,0.38222222222222224,1.0,1.0,0.0,0.0,0.7445099089448313,0.8801894678183338,0.25549009105516873,0.11981053218166621,0.8521835268103924,0.5848694930696332,0.6752489676949235,0.0,0.0,0.0,0.15000000000000002,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.44236637527389283, 0.358809963130018, 0.34721267274433726, 0.3398075084263176, 0.33499335466931185, 0.32881774160631233, 0.32422945343008086, 0.32266074800211975, 0.32010071245819743, 0.3182293790363373, 0.3149964726882161, 0.3146174921571756, 0.31248393541688163, 0.31246921207785894, 0.3097838093764791, 0.30971421683379063, 0.30791158286435344, 0.30734947617529446, 0.3076143174472922, 0.30672848323038177, 0.3060126969286263, 0.3037855444676409, 0.30337469910110054, 0.30213731909983393], 'val_loss': [0.34799842025740757, 0.3395004560928967, 0.33616482188452534, 0.3317638365454012, 0.3290619946534361, 0.32775774604711433, 0.3254783713336542, 0.3255576408983529, 0.32486525482733386, 0.32545470031603324, 0.324816009232588, 0.32381422136487586, 0.32317282762759425, 0.32192432939709714, 0.3221913133209881, 0.3228395866418557, 0.32119496684828275, 0.3218533682553, 0.32024982838488336, 0.3206445310345139, 0.3223595826121046, 0.32207114015118465, 0.3216577115936659, 0.3225472654968154]}"
4,0.8550580431177446,0.7791150533755472,0.038074454098982635,0.42159966541456095,0.14882926782136008,0.020136455287456445,0.11655780574553222,0.6450704225352113,0.9646697388632872,0.03533026113671275,0.35492957746478876,1.0,1.0,0.0,0.0,0.7133956386292835,0.9522365428354814,0.2866043613707165,0.047763457164518575,0.9263264616424468,0.6249339672477549,0.9086572859527784,0.09134271404722157,0.3750660327522451,1.0,1.0,0.0,0.0,0.7554278416347382,0.8429203539823009,0.2445721583652618,0.1570796460176991,0.8204074926059809,0.6281138790035588,0.9301162277475357,0.06988377225246432,0.3718861209964413,1.0,1.0,0.0,0.0,0.7482776894541601,0.8832075998882369,0.25172231054583993,0.11679240011176306,0.8550580431177446,0.5937289789806052,0.682950423216445,0.0,0.0,0.0,0.2,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.4077589094470403, 0.3598926213649945, 0.34671992478808855, 0.3383177849746585, 0.3341645949203723, 0.3294421690329532, 0.3252411784508139, 0.3224058676339539, 0.32007791813832653, 0.3190453022809048, 0.3160264413513083, 0.3152979227974739, 0.3132557526101292, 0.3117193720268893, 0.3102127960131793, 0.3106523525594416, 0.3096777896891868, 0.3085332351500654, 0.3071740712709511, 0.30638051445469006, 0.3058230999847233, 0.30486646270520557, 0.3040315094214992, 0.30274699615401157], 'val_loss': [0.35209458965896706, 0.34400230819115396, 0.34031433595221894, 0.33698681586680984, 0.33359439233642313, 0.33219843373040325, 0.3307833263497118, 0.330004286179561, 0.3296434700554942, 0.32832834383214354, 0.3280492064997661, 0.3290449308881185, 0.32905148013380103, 0.32776912158862737, 0.327281958938897, 0.32761681821215805, 0.328262970238644, 0.32756634541741386, 0.3272200652978379, 0.3282676979182767, 0.32905692639701467, 0.3296132245532975, 0.3290688126966267, 0.3293713356428479]}"
5,0.844776119402985,0.7634664241932487,0.033850579407544296,0.4203111443463905,0.14619885331818602,0.008788655777648646,0.12769921627379405,0.6054794520547945,0.9654901960784313,0.034509803921568626,0.39452054794520547,1.0,1.0,0.0,0.0,0.7152103559870551,0.9447429009976976,0.284789644012945,0.05525709900230238,0.9204116638078902,0.5966907962771458,0.9065776930409915,0.09342230695900858,0.40330920372285417,1.0,1.0,0.0,0.0,0.7464424320827943,0.8298429319371727,0.2535575679172057,0.17015706806282724,0.8088091353996737,0.5980861244019139,0.9288467239845835,0.07115327601541654,0.4019138755980861,1.0,1.0,0.0,0.0,0.7412398921832885,0.8714881780250348,0.2587601078167116,0.12851182197496522,0.844776119402985,0.5682134698519857,0.6620125180548869,0.0,0.0,0.0,0.25,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.4107522207497269, 0.3576770603167981, 0.3449645922246526, 0.33696505975095714, 0.3294238359529632, 0.32609339726454883, 0.32343754349533577, 0.32144225937621795, 0.31960270482362674, 0.3166709005861963, 0.3156794132865315, 0.3115787912264163, 0.31259442501408763, 0.3105385854106639, 0.3113783566046817, 0.30898602505973466, 0.30873405455622144, 0.30622490360225796, 0.3062869468475319, 0.3046603557584532, 0.3038243795838753, 0.30109525231170314, 0.30340092771597166, 0.2998820611659972, 0.3013926974374366, 0.29984534940642277], 'val_loss': [0.3478408381384074, 0.3456548408060986, 0.3387341020415671, 0.335562144378854, 0.3332249678057686, 0.33213407394304795, 0.32982599696544995, 0.328765722320118, 0.3271699038541666, 0.32472973094914354, 0.32598344372938587, 0.3243969977396242, 0.3238857393438741, 0.32425312408760415, 0.32365585251563556, 0.3233359857380489, 0.3239407519927797, 0.32311219411076864, 0.3232946932612367, 0.32373089972222424, 0.3227077036717111, 0.3256704642042526, 0.3232686021105238, 0.3241599872996624, 0.3237066594127003, 0.32472311801314685]}"
6,0.845992260917634,0.7770240571598379,0.05299315054734628,0.41471498649669997,0.16188939199351268,0.04015308770108983,0.11734266601355496,0.6737804878048781,0.954855842185129,0.045144157814871015,0.32621951219512196,1.0,1.0,0.0,0.0,0.65,0.9592225609756098,0.35,0.040777439024390245,0.9237516869095816,0.6336274001037883,0.8890226287915263,0.11097737120847376,0.36637259989621174,1.0,1.0,0.0,0.0,0.7259215219976218,0.8395089793134803,0.2740784780023781,0.16049102068651966,0.8080907745436606,0.6394678492239468,0.914580265095729,0.08541973490427099,0.3605321507760532,1.0,1.0,0.0,0.0,0.7131552917903067,0.8842375053395984,0.2868447082096934,0.11576249466040153,0.845992260917634,0.5753123957972578,0.6743044189852702,0.0,0.0,0.0,0.30000000000000004,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.4272166623992033, 0.35766015683569585, 0.3465408388168382, 0.33701995619630165, 0.33236757360860786, 0.3287777671670367, 0.3245322376955544, 0.3226211652854886, 0.32104379490986773, 0.31813997706597624, 0.31676382581092694, 0.31425326838350265, 0.3131518035256609, 0.31284232090012976, 0.31025779280968185, 0.31045466256784593, 0.30873150272584526, 0.3095616178365168, 0.3079316277353157, 0.30619216257170645, 0.3073263831932973, 0.3064707793944583, 0.3039594905291272], 'val_loss': [0.3480618124742281, 0.33238160381203796, 0.32598265527756326, 0.32287308316721053, 0.3189785535853498, 0.31582181502469275, 0.3161371826071183, 0.31293025871480346, 0.3131351701013287, 0.31203329207292246, 0.3105030698365042, 0.312806548121359, 0.31239194177078766, 0.31110015852534356, 0.3102367614566324, 0.31025510904471343, 0.309555080976191, 0.30940725190195345, 0.3094418049764739, 0.31026285608345927, 0.3102261880242805, 0.309442662316307, 0.3094851108728159]}"
7,0.8490878938640133,0.780726464353177,0.04352736312049933,0.49906617935389164,0.13333088760362943,0.04610245591258255,0.11505034202979787,0.6837606837606838,0.941972920696325,0.058027079303675046,0.3162393162393162,1.0,1.0,0.0,0.0,0.6153846153846154,0.9564021995286724,0.38461538461538464,0.04359780047132757,0.9111035422343324,0.6376582278481012,0.9010206503679089,0.09897934963209115,0.3623417721518987,1.0,1.0,0.0,0.0,0.7435424354243543,0.8467544055320099,0.2564575645756458,0.1532455944679902,0.8192830250450156,0.6448598130841121,0.9165931156222419,0.08340688437775816,0.35514018691588783,1.0,1.0,0.0,0.0,0.71875,0.8864703371745625,0.28125,0.11352966282543747,0.8490878938640133,0.5829260080141434,0.6798029556650246,0.0,0.0,0.0,0.35000000000000003,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.41689628624074704, 0.3619568992032331, 0.35127114226932393, 0.34322276387848, 0.33653438717914946, 0.33214711155757853, 0.3293290792533706, 0.32609312215576763, 0.3232149229507642, 0.32161151193279813, 0.3190330156215546, 0.3187554041299287, 0.31603757141940536, 0.31704327563691914, 0.3149012780055143, 0.3133664645069028, 0.31403779855556974, 0.31071007147574625, 0.3101548900824733, 0.30940830345810505, 0.3091094878836658, 0.3082087611005371, 0.3066939335451317, 0.30748133390675986], 'val_loss': [0.3538629318417074, 0.3408053118988847, 0.33760450679073684, 0.3310921883438093, 0.32735708973696376, 0.32599107422770685, 0.3229170101759116, 0.32274333885554257, 0.32065407733287254, 0.32078635620108753, 0.3183800546815871, 0.3189645532977851, 0.3191779992852572, 0.31789247814366145, 0.3169138382290397, 0.31617707439125275, 0.31677443180346504, 0.3167479460808768, 0.31606318485743434, 0.3162295396088104, 0.31715995498359895, 0.3168238070852655, 0.3170978035005566, 0.3164882369631888]}"
8,0.8388059701492537,0.7632703774132208,0.061503641340689565,0.49892140288950954,0.129444625395638,0.08442670065477087,0.12724582074961874,0.6820987654320988,0.9408560311284047,0.05914396887159533,0.31790123456790126,1.0,1.0,0.0,0.0,0.5924932975871313,0.9591431971439904,0.4075067024128686,0.04085680285600952,0.9118866620594334,0.5976720647773279,0.9022754491017964,0.09772455089820359,0.4023279352226721,1.0,1.0,0.0,0.0,0.7432347388294525,0.8257343270495396,0.2567652611705475,0.17426567295046033,0.8044220451959031,0.6095652173913043,0.9169755374351372,0.08302446256486286,0.39043478260869563,1.0,1.0,0.0,0.0,0.7145769622833843,0.8732175631794438,0.2854230377166157,0.12678243682055626,0.8388059701492537,0.5563252404125194,0.657907085875176,0.0,0.0,0.0,0.4,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.4121339134655712, 0.35730121715959473, 0.34666035692367553, 0.3396686121842914, 0.33416271248435375, 0.3296304768765272, 0.3267673404228336, 0.32439922682775973, 0.3235641109864305, 0.31928381597224315, 0.31818753028370694, 0.3159246450734192, 0.314749530610129, 0.3135577144211159, 0.31337064389932207, 0.3116291251942356, 0.311302530761506, 0.31059646528825086, 0.3094675950892504, 0.30846184291470247, 0.3065599826423955, 0.3064414954722054, 0.30501891454258584, 0.304521493855139, 0.3040518357234467, 0.30374848183215064], 'val_loss': [0.32666779547979186, 0.31919816666838213, 0.315637778698772, 0.31263586931494863, 0.3098459468815721, 0.307989495228245, 0.30508369960265636, 0.3061521288899179, 0.30570641876650884, 0.3056167485537352, 0.3048954781015121, 0.30515360812444986, 0.30305863138455064, 0.30378795256596236, 0.30442198825976413, 0.3038677148821606, 0.30316466359949823, 0.30240467864548454, 0.3030165499122582, 0.30283495111647335, 0.3013480649329207, 0.30148541525360495, 0.303139146048763, 0.3036676013318131, 0.30308406737840526, 0.3023142509528983]}"
9,0.8407960199004975,0.7683684757515288,0.09558759985540202,0.5816402624378495,0.10726464810618411,0.15994323574340386,0.12190553163761225,0.7593123209169055,0.9316888045540797,0.0683111954459203,0.24068767908309455,1.0,1.0,0.0,0.0,0.5955056179775281,0.9669161087042143,0.4044943820224719,0.03308389129578574,0.9115281501340483,0.5993690851735016,0.9004568405866795,0.09954315941332051,0.40063091482649843,1.0,1.0,0.0,0.0,0.7335907335907336,0.830929664965609,0.26640926640926643,0.16907033503439095,0.8059726117802343,0.6241670368725011,0.9125699146305564,0.08743008536944363,0.37583296312749886,1.0,1.0,0.0,0.0,0.7028514257128564,0.8799318762418393,0.2971485742871436,0.12006812375816066,0.8407960199004975,0.5592864497536564,0.6611764705882353,0.0,0.0,0.0,0.45,ftl_mlp_initializer,adult_dataset_reader,"{'loss': [0.41600456991459733, 0.3591627588247271, 0.3475166482084261, 0.34176651724082197, 0.3357116222901501, 0.3307072222214512, 0.32709875888853607, 0.32689778261538155, 0.32337115255813675, 0.32130934220830154, 0.3197720432533028, 0.31796664088344784, 0.317692648499848, 0.3152697173977349, 0.3149545053926585, 0.31280256628902303, 0.3132878462669433, 0.3097355399602183, 0.3095923918602438, 0.3091984301413734, 0.3089183486098538, 0.30789025272922216, 0.30751716271795687, 0.30619650527872877, 0.3067006506026935], 'val_loss': [0.33635448419369013, 0.3279953679453938, 0.3232093804807805, 0.3204746422614756, 0.3180229090372458, 0.31744428859553064, 0.31674739960611953, 0.31459476654209306, 0.3128714057508261, 0.3129536401770799, 0.31242146191839487, 0.31230262843629414, 0.3100484373277561, 0.3105765971905491, 0.31057335265833347, 0.30885748918574446, 0.3087576666281591, 0.3085398422775511, 0.308981115808798, 0.3082644239834094, 0.3098191583911117, 0.30940297353063384, 0.30968352076491973, 0.30873988310957295, 0.30889491838206895]}"
