,overall_acc,bal_acc,avg_odds_diff,disp_imp,stat_par_diff,eq_opp_diff,theil_ind,f1_score,TPR,TNR,FPR,FNR,GTPR,GTNR,GFPR,GFNR,PPV,NPV,FDR,FOR,ACC,MCC,fitness,solution,tune_results_history,fitness_rule,method,dataset,best_solution_tf_history
0,0.565,0.4185185185185185,0.146849593495935,1.1653225806451613,0.11305147058823528,0.125,0.16160572317038663,0.8100358422939068,0.837037037037037,0.0,0.47692307692307695,0.0,1.0,1.0,0.0,0.0,0.7847222222222222,0.0,0.2152777777777778,0.0,0.565,0.0,-0.11305147058823528,{'eta': 15.71886419032602},"[{'overall_acc': 0.69375, 'bal_acc': 0.45121951219512196, 'avg_odds_diff': 0.08928817140891449, 'disp_imp': 0.9669287696577243, 'stat_par_diff': 0.02692524948220676, 'eq_opp_diff': 0.08730650154798769, 'theil_ind': 0.11350710217944035, 'f1_score': 0.8809523809523809, 'TPR': 0.9024390243902439, 'TNR': 0.0, 'FPR': 0.4864864864864865, 'FNR': 0.0, 'GTPR': 1.0, 'GTNR': 1.0, 'GFPR': 0.0, 'GFNR': 0.0, 'PPV': 0.8604651162790697, 'NPV': 0.0, 'FDR': 0.13953488372093023, 'FOR': 0.0, 'ACC': 0.69375, 'MCC': 0.0, 'fitness': -0.02692524948220676, 'solution': {'eta': 15.71886419032602}}]",mcc_parity,prejudice_remover_initializer,german_dataset_reader,
