,overall_acc,bal_acc,avg_odds_diff,disp_imp,stat_par_diff,eq_opp_diff,theil_ind,acc_parity,acc_odds,acc_opportunity,d_0,p_0,d_1,p_1
25,0.8882255389718077,0.8664277471968039,0.16925039705845882,0.22441229147291328,0.2852677951048652,0.20912968103549123,0.06905343787683081,0.6029577438669425,0.7189751419133489,0.6790958579363164,0.0,0.2,0.2,0.1
26,0.8766169154228856,0.8613377108936304,0.1683581608279817,0.24822867084871536,0.28690374528629325,0.19225734936831873,0.07019348190528688,0.5897131701365923,0.7082587545949038,0.6843595660545668,0.0,0.2,0.2,0.2
27,0.899281370923162,0.8481132897603485,0.0371796489859003,0.4276066405144892,0.15806992741449657,0.11561887635616308,0.08065340024939135,0.7412114435086654,0.8621017219372616,0.7836624945669989,0.1,0.0,0.0,0.0
28,0.9021558872305141,0.8399283855433765,0.03653874589883592,0.4340900915304368,0.14161686379435373,0.10794818487126179,0.08183158249906776,0.7605390234361604,0.8656171413316782,0.7942077023592523,0.1,0.0,0.0,0.1
29,0.8826976229961304,0.8194600654833952,0.0597205364222598,0.5232305672764709,0.11996936181961032,0.13531261818652152,0.09350236249744183,0.76272826117652,0.8229770865738706,0.7473850048096089,0.1,0.0,0.0,0.2
30,0.8899944720840243,0.8379243305056792,0.0892994636868912,0.2926045807306455,0.20839799585676566,0.09727077987117905,0.08511964483513756,0.6815964762272586,0.800695008397133,0.7927236922128452,0.1,0.0,0.1,0.0
31,0.8779436152570481,0.7963246059701008,0.003051875993560476,0.37892015125867207,0.14667493316164343,0.03117104276763316,0.10876587200186667,0.7312686820954046,0.8748917392634876,0.846772572489415,0.1,0.0,0.1,0.1
32,0.9021558872305141,0.854916948691018,0.0005279056741604171,0.38328659465448,0.17716383115423556,0.04813679391529624,0.07648865209554125,0.7249920560762786,0.9016279815563537,0.8540190933152179,0.1,0.0,0.1,0.2
33,0.8898839137645108,0.8246755999932469,0.061634609899199264,0.29633809934060107,0.1896377452635633,0.06494252873563211,0.09490053672585677,0.7002461685009476,0.8282493038653116,0.8249413850288787,0.1,0.0,0.2,0.0
34,0.8912106135986733,0.8181469580664312,0.012795279968622144,0.36939978158890635,0.1542837698182643,0.009212172770483695,0.09822704552611952,0.736926843780409,0.8784153336300511,0.8819984408281896,0.1,0.0,0.2,0.1
35,0.8948590381426202,0.8430349822832166,0.061065946261970885,0.3159945597449094,0.1957829456433412,0.05475856780198862,0.08001218155841963,0.699076092499279,0.8337930918806493,0.8401004703406316,0.1,0.0,0.2,0.2
36,0.897844112769486,0.8311717379243084,0.014496750315387476,0.34044668944904877,0.16673080449717165,0.021756116577259177,0.08643687960636089,0.7311133082723142,0.8833473624540985,0.8760879961922268,0.1,0.1,0.0,0.0
37,0.898065229408513,0.8552850196619945,0.0029454709888117395,0.3926482813391242,0.17866197069473289,0.0679652966532136,0.07555923120589718,0.7194032587137801,0.8951197584197013,0.8300999327552994,0.1,0.1,0.0,0.1
38,0.898065229408513,0.8291661801810197,0.08682650932123534,0.49887001826591837,0.11770746369471297,0.19079803192127687,0.08957736399158736,0.7803577657138,0.8112387200872776,0.7072671974872361,0.1,0.1,0.0,0.2
39,0.903150912106136,0.848877594165522,0.055382995602956425,0.3094130593379936,0.1941459255784453,0.04952977780128154,0.07978789068160819,0.7090049865276906,0.8477679165031795,0.8536211343048544,0.1,0.1,0.1,0.0
40,0.8708678828081813,0.8218213852621881,0.10379445878821839,0.2715728342022127,0.22956636675207864,0.10767893923789906,0.09309215805611283,0.6413015160561026,0.7670734240199629,0.7631889435702822,0.1,0.1,0.1,0.1
41,0.8798231066887783,0.8292348335590801,0.06040058107269736,0.30895027066587594,0.20807133657291138,0.038134333087945005,0.08901253914686666,0.6717517701158668,0.819422525616081,0.8416887736008333,0.1,0.1,0.1,0.2
42,0.8599226091763406,0.7745965304691009,0.16281176855672536,0.18580237858396406,0.21201119732780904,0.24531416216151147,0.1215387479547048,0.6479114118485315,0.6971108406196151,0.6146084470148291,0.1,0.1,0.2,0.0
43,0.886456605859591,0.8387027292792302,0.1200369735223387,0.24415327939113493,0.2362412648561948,0.14543180589512072,0.08324681187092262,0.6502153410033962,0.7664196323372523,0.7410247999644702,0.1,0.1,0.2,0.1
44,0.8716417910447761,0.821889716864864,0.15770081455974294,0.22471755629778278,0.2488623631929816,0.20728318291877623,0.09381247388777499,0.6227794278517945,0.7139409764850332,0.6643586081259999,0.1,0.1,0.2,0.2
45,0.8993919292426755,0.8677230639219684,0.05276892079778089,0.30590056521582604,0.22498395472314603,0.011452656127195149,0.06781783430893497,0.6744079745195295,0.8466230084448947,0.8879392731154804,0.1,0.2,0.0,0.0
46,0.8914317302377004,0.8789368032892888,0.032168742107776524,0.35017929634641404,0.23478494794512877,0.043967100133309844,0.061341478984988,0.6566467822925717,0.8592629881299239,0.8474646301043905,0.1,0.2,0.0,0.1
47,0.898065229408513,0.8621960258795092,0.017702766838275652,0.3395926094582743,0.20987934726387358,0.042823863429549025,0.07307141494945675,0.6881858821446394,0.8803624625702373,0.8552413659789639,0.1,0.2,0.0,0.2
48,0.8918739635157545,0.866519819748131,0.13842714226030486,0.2458883147155647,0.2677275709434661,0.15310738588242168,0.06943621821021244,0.6241463925722884,0.7534468212554497,0.7387665776333329,0.1,0.2,0.1,0.0
49,0.8831398562741847,0.8398318959471804,0.06391235277945526,0.3071177068811806,0.21594136821797705,0.03151070219764507,0.08284257582363859,0.6671984880562076,0.8192275034947294,0.8516291540765396,0.1,0.2,0.1,0.1
50,0.8916528468767275,0.849866184457629,0.07705135750277271,0.3066733203284489,0.21378712213409432,0.07301653604911751,0.07636605825764045,0.6778657247426332,0.8146014893739548,0.81863631082761,0.1,0.2,0.1,0.2
51,0.9023770038695412,0.8495049255402312,0.08247367884783018,0.2822341141864833,0.2038708196727912,0.09441723341860608,0.07779472102144941,0.69850618419675,0.819903325021711,0.8079597704509351,0.1,0.2,0.2,0.0
52,0.8865671641791045,0.8318901084341992,0.1384557791941352,0.23486167635168426,0.22762583413396137,0.1917977658381972,0.08700607126311533,0.6589413300451432,0.7481113849849693,0.6947693983409073,0.1,0.2,0.2,0.1
53,0.8755113322277501,0.8180604203934003,0.08374776080513768,0.2940603810648355,0.20555875819409142,0.08732148843446197,0.09398223284330173,0.6699525740336587,0.7917635714226124,0.7881898437932882,0.1,0.2,0.2,0.2
54,0.892758430071863,0.8012357056619266,0.08863867446090369,0.5213769447161875,0.09467441473437785,0.1894978237468995,0.10266031030151089,0.7980840153374851,0.8041197556109593,0.7032606063249635,0.2,0.0,0.0,0.0
55,0.8826976229961304,0.7922468400196685,0.05778119619744436,0.4571637882828631,0.11318298599086744,0.13173762925247956,0.11266734632057322,0.769514637005263,0.824916426798686,0.7509599937436509,0.2,0.0,0.0,0.1
56,0.8976229961304588,0.824603218480581,0.054535518392276064,0.42920904343782335,0.13403527847470173,0.12948547840188707,0.09221997606563549,0.7635877176557571,0.8430874777381827,0.7681375177285718,0.2,0.0,0.0,0.2
57,0.8919845218352681,0.8301793062520787,0.04654268811113103,0.32379405870743894,0.18408449343947902,0.029792221066915814,0.08940605612490561,0.707900028395789,0.8454418337241371,0.8621923007683523,0.2,0.0,0.1,0.0
58,0.8781647318960751,0.7875593707358035,0.04144614708724392,0.47712168561616075,0.11011992472386922,0.10356774119536538,0.11205991648260773,0.7680448071722059,0.8367185848088312,0.7745969907007098,0.2,0.0,0.1,0.1
59,0.8749585406301824,0.76840208903094,0.10112346067828018,0.5616531926042369,0.07858037461559966,0.20510114335971852,0.12176879307182606,0.7963781660145828,0.7738350799519023,0.6698573972704639,0.2,0.0,0.1,0.2
60,0.8877833056937534,0.7847265360849398,0.024614152552090245,0.3245716666476423,0.13210339929508091,0.029341075240991055,0.11189914022828377,0.7556799063986726,0.8631691531416632,0.8584422304527624,0.2,0.0,0.2,0.0
61,0.8877833056937534,0.809319459954765,0.03583642906809931,0.3059432488102848,0.16914851262344316,0.035756421860857035,0.10306300218940002,0.7186347930703103,0.8519468766256542,0.8520268838328964,0.2,0.0,0.2,0.1
62,0.8964068546158098,0.812832010922391,0.01908803489598265,0.40550997518210635,0.1295349266610835,0.05743727988173408,0.09744454122790995,0.7668719279547264,0.8773188197198272,0.8389695747340757,0.2,0.0,0.2,0.2
63,0.8926478717523494,0.8117006192859733,0.01891104554054659,0.37803677296599647,0.14337060396653245,0.07695095948827302,0.0981685909337113,0.7492772677858169,0.8737368262118028,0.8156969122640764,0.2,0.1,0.0,0.0
64,0.8961857379767828,0.8372292536839253,0.09502361883701932,0.5168593121733701,0.12262816145492969,0.2196074283649312,0.0861328865383963,0.7735575765218531,0.8011621191397635,0.6765783096118516,0.2,0.1,0.0,0.1
65,0.9040353786622444,0.8519854138184891,0.042754614838911825,0.41773805988056106,0.15637784184849024,0.13068546739066977,0.0766533882151393,0.7476575368137541,0.8612807638233325,0.7733499112715746,0.2,0.1,0.0,0.2
66,0.8914317302377004,0.8161818267786365,0.030928630528543402,0.33212312614752093,0.16256240624561807,0.014741641337386091,0.09515377628788187,0.7288693239920823,0.860503099709157,0.8766900889003143,0.2,0.1,0.1,0.0
67,0.8905472636815921,0.8282126834990402,0.004837936268607363,0.37445560524965177,0.16564580189935207,0.06093875385053449,0.08916445150672621,0.72490146178224,0.8857093274129847,0.8296085098310576,0.2,0.1,0.1,0.1
68,0.8993919292426755,0.8253130192369372,0.049878725317439525,0.457048575954236,0.1241082555291004,0.12059568358712924,0.08884798840333187,0.7752836737135751,0.849513203925236,0.7787962456555463,0.2,0.1,0.1,0.2
69,0.8823659480375898,0.7898259650952466,0.04274379740317429,0.2949711519022119,0.15377266226094038,0.052123698807081564,0.11303852456993145,0.7285932857766495,0.8396221506344156,0.8302422492305083,0.2,0.1,0.2,0.0
70,0.9000552791597568,0.8411318727702844,0.0436590880957516,0.3096345509504904,0.18737519736263353,0.028679276114220387,0.0818476388450423,0.7126800817971233,0.8563961910640052,0.8713760030455364,0.2,0.1,0.2,0.1
71,0.8959646213377557,0.8520490419285613,0.05436783484057327,0.32176850763807285,0.20508561149481447,0.034336806173105305,0.07674370517015824,0.6908790098429411,0.8415967864971824,0.8616278151646504,0.2,0.1,0.2,0.2
72,0.9032614704256495,0.8658121668071725,0.003736911227975051,0.351486917834387,0.19853085432292533,0.08187927123311123,0.07030996538767974,0.7047306161027242,0.8995245591976745,0.8213821991925383,0.2,0.2,0.0,0.0
73,0.8957435046987285,0.8594972844525199,0.002272856503393192,0.3797554981802346,0.19214979569809573,0.07592909719092689,0.0728934816021551,0.7035937090006328,0.8934706481953354,0.8198144075078017,0.2,0.2,0.0,0.1
74,0.8912106135986733,0.836138100329545,0.029621257655476425,0.3908267091131781,0.1688214734770649,0.11678161061859249,0.08678780300281046,0.7223891401216084,0.8615893559431969,0.7744290029800808,0.2,0.2,0.0,0.2
75,0.894195688225539,0.8369013490197876,0.007188004627247772,0.3555246729755366,0.1765498570850178,0.05161023947151111,0.08584626075061974,0.7176458311405212,0.8870076835982912,0.8425854487540279,0.2,0.2,0.1,0.0
76,0.9003869541182974,0.854895353992508,0.0167819585481655,0.35001809844168963,0.18946326051292123,0.03169234864630388,0.07520375811298412,0.7109236936053762,0.883604995570132,0.8686946054719935,0.2,0.2,0.1,0.1
77,0.88767274737424,0.8376585135102244,0.005630167036956374,0.38432726942229406,0.17757833303439619,0.05462033486227036,0.08361678215452008,0.7100944143398438,0.8820425803372836,0.8330524125119696,0.2,0.2,0.1,0.2
78,0.8797125483692648,0.8080728800995334,0.1136879088183077,0.24621212121212122,0.2025101763907734,0.1552798345877502,0.10131449796287921,0.6772023719784914,0.7660246395509571,0.7244327137815146,0.2,0.2,0.2,0.0
79,0.881592039800995,0.8220870119873225,0.08210028715863024,0.29779726574614623,0.20064577882314963,0.09882986320936116,0.09488317504428781,0.6809462609778454,0.7994917526423647,0.7827621765916338,0.2,0.2,0.2,0.1
80,0.8957435046987285,0.8509672040768614,0.04908969603030689,0.3198968056119195,0.20355396537304318,0.03158230933449879,0.07706513778904502,0.6921895393256854,0.8466538086684217,0.8641611953642298,0.2,0.2,0.2,0.2
